name,version_c,version_d,os,platform,removed,autosized,type,unit,value
flush,0,,all,all,0,0,boolean,,"OFF"
flush_time,0,,Windows,all,0,0,integer,second,"1800"
flush_time,0,,Linux,all,0,0,integer,second,"0"
foreign_key_checks,0,,all,all,0,0,boolean,,"1"
ft_boolean_syntax,0,,all,all,0,0,string,,"+ -><()~*:""""&|"
ft_max_word_len,0,,all,all,0,0,integer,,"84"
ft_min_word_len,0,,all,all,0,0,integer,,"4"
ft_query_expansion_limit,0,,all,all,0,0,integer,,"20"
ft_stopword_file,0,,all,all,0,0,file name,,"(built-in)"
general_log,0,,all,all,0,0,boolean,,"OFF"
general_log_file,0,,all,all,0,1,file name,,""
group_concat_max_len,0,,all,all,0,0,integer,byte,"1024"
have_compress,0,,all,all,0,0,boolean,,"YES"
have_crypt,0,,Windows,all,0,0,boolean,,"NO"
have_crypt,0,,Linux,all,0,0,boolean,,"YES"
have_csv,0,,all,all,0,0,boolean,,"YES"
have_dynamic_loading,0,,all,all,0,0,boolean,,"YES"
have_geometry,0,,all,all,0,0,boolean,,"YES"
have_innodb,0,,all,all,0,0,boolean,,"YES"
have_ndbcluster,0,,all,all,0,0,boolean,,"NO"
have_openssl,0,,all,all,0,0,enumeration,,"DISABLED"
have_partitioning,0,,all,all,0,0,boolean,,"YES"
have_profiling,0,,all,all,0,0,boolean,,"YES"
have_query_cache,0,,all,all,0,0,boolean,,"YES"
have_rtree_keys,0,,all,all,0,0,boolean,,"YES"
have_ssl,0,,all,all,0,0,enumeration,,"DISABLED"
have_symlink,0,,all,all,0,0,enumeration,,"YES"
ignore_builtin_innodb,0,,all,all,0,0,boolean,,"OFF"
init_connect,0,,all,all,0,0,string,,""
init_file,0,,all,all,0,0,file name,,""
init_slave,0,,all,all,0,0,string,,""
innodb_adaptive_flushing,0,,all,all,0,0,boolean,,"ON"
innodb_adaptive_hash_index,0,,all,all,0,0,boolean,,"ON"
innodb_additional_mem_pool_size,0,,all,all,0,0,integer,byte,"8388608"
innodb_autoextend_increment,0,,all,all,0,0,integer,megabyte,"8"
innodb_autoinc_lock_mode,0,,all,all,0,0,integer,,"1"
innodb_buffer_pool_instances,4,,all,all,0,0,integer,,"1"
innodb_buffer_pool_size,0,,all,all,0,0,integer,byte,"134217728"
innodb_change_buffering,0,,all,all,0,0,enumeration,,"inserts"
innodb_change_buffering,4,,all,all,0,0,enumeration,,"all"
innodb_change_buffering_debug,0,,all,all,0,0,integer,,"0"
innodb_checksums,0,,all,all,0,0,boolean,,"ON"
innodb_commit_concurrency,0,,all,all,0,0,integer,,"0"
innodb_concurrency_tickets,0,,all,all,0,0,integer,,"500"
innodb_data_file_path,0,,all,all,0,0,string,,"ibdata1:10M:autoextend"
innodb_data_home_dir,0,,all,all,0,1,directory name,,""
innodb_doublewrite,0,,all,all,0,0,boolean,,"ON"
innodb_fast_shutdown,0,,all,all,0,0,integer,,"1"
innodb_file_format,0,,all,all,0,0,string,,"Barracuda"
innodb_file_format,7,,all,all,0,0,string,,"Antelope"
innodb_file_format_check,0,,all,all,0,0,string,,"Antelope"
innodb_file_format_check,1,,all,all,0,0,string,,"Barracuda"
innodb_file_format_check,5,,all,all,0,0,boolean,,"ON"
innodb_file_format_max,5,,all,all,0,0,string,,"Antelope"
innodb_file_per_table,0,,all,all,0,0,boolean,,"ON"
innodb_file_per_table,7,,all,all,0,0,boolean,,"OFF"
innodb_flush_log_at_trx_commit,0,,all,all,0,0,enumeration,,"1"
innodb_flush_method,0,,Windows,all,0,0,string,,"async_unbuffered"
innodb_flush_method,0,,Linux,all,0,0,string,,"NULL"
innodb_force_load_corrupted,18,,all,all,0,0,boolean,,"OFF"
innodb_force_recovery,0,,all,all,0,0,integer,,"0"
innodb_io_capacity,0,,all,all,0,0,integer,,"200"
innodb_large_prefix,14,,all,all,0,0,boolean,,"OFF"
innodb_limit_optimistic_insert_debug,0,,all,all,0,0,integer,,"0"
innodb_locks_unsafe_for_binlog,0,,all,all,0,0,boolean,,"OFF"
innodb_lock_wait_timeout,0,,all,all,0,0,integer,second,"50"
innodb_log_buffer_size,0,,all,all,0,0,integer,byte,"8388608"
innodb_log_files_in_group,0,,all,all,0,0,integer,,"2"
innodb_log_file_size,0,,all,all,0,0,integer,byte,"5242880"
innodb_max_dirty_pages_pct,0,,all,all,0,0,integer,,"75"
innodb_max_purge_lag,0,,all,all,0,0,integer,byte,"0"
innodb_mirrored_log_groups,0,,all,all,0,0,integer,,"1"
innodb_old_blocks_pct,0,,all,all,0,0,integer,,"37"
innodb_old_blocks_time,0,,all,all,0,0,integer,millisecond,"0"
innodb_open_files,0,,all,all,0,0,integer,,"300"
innodb_print_all_deadlocks,30,,all,all,0,0,boolean,,"OFF"
innodb_purge_batch_size,4,,all,all,0,0,integer,,"20"
innodb_purge_threads,4,,all,all,0,0,integer,,"0"
innodb_random_read_ahead,16,,all,all,0,0,boolean,,"OFF"
innodb_read_ahead_threshold,0,,all,all,0,0,integer,,"56"
innodb_read_io_threads,0,,all,all,0,0,integer,,"4"
innodb_replication_delay,0,,all,all,0,0,integer,millisecond,"0"
innodb_rollback_on_timeout,0,,all,all,0,0,boolean,,"OFF"
innodb_rollback_segments,11,,all,all,0,0,integer,,"128"
innodb_spin_wait_delay,0,,all,all,0,0,integer,,"6"
innodb_stats_method,10,,all,all,0,0,enumeration,,"nulls_equal"
innodb_stats_on_metadata,4,,all,all,0,0,boolean,,"ON"
innodb_stats_sample_pages,0,,all,all,0,0,integer,,"8"
innodb_strict_mode,0,,all,all,0,0,boolean,,"OFF"
innodb_support_xa,0,,all,all,0,0,boolean,,"TRUE"
innodb_sync_spin_loops,0,,all,all,0,0,integer,,"30"
innodb_table_locks,0,,all,all,0,0,boolean,,"TRUE"
innodb_thread_concurrency,0,,all,all,0,0,integer,,"0"
innodb_thread_sleep_delay,0,,all,all,0,0,integer,microsecond,"10000"
innodb_trx_purge_view_update_only_debug,0,,all,all,0,0,boolean,,"OFF"
innodb_trx_rseg_n_slots_debug,0,,all,all,0,0,integer,,"0"
innodb_use_native_aio,4,,all,all,0,0,boolean,,"ON"
innodb_use_sys_malloc,0,,all,all,0,0,boolean,,"ON"
innodb_version,30,,all,all,0,0,string,,"5.5.30"
innodb_version,31,,all,all,0,0,string,,"5.5.31"
innodb_version,32,,all,all,0,0,string,,"5.5.32"
innodb_version,33,,all,all,0,0,string,,"5.5.33"
innodb_version,34,,all,all,0,0,string,,"5.5.34"
innodb_version,35,,all,all,0,0,string,,"5.5.35"
innodb_version,36,,all,all,0,0,string,,"5.5.36"
innodb_version,37,,all,all,0,0,string,,"5.5.37"
innodb_version,38,,all,all,0,0,string,,"5.5.38"
innodb_version,39,,all,all,0,0,string,,"5.5.39"
innodb_version,40,,all,all,0,0,string,,"5.5.40"
innodb_version,41,,all,all,0,0,string,,"5.5.41"
innodb_version,42,,all,all,0,0,string,,"5.5.42"
innodb_version,43,,all,all,0,0,string,,"5.5.43"
innodb_version,44,,all,all,0,0,string,,"5.5.44"
innodb_version,45,,all,all,0,0,string,,"5.5.45"
innodb_version,46,,all,all,0,0,string,,"5.5.46"
innodb_version,47,,all,all,0,0,string,,"5.5.47"
innodb_version,48,,all,all,0,0,string,,"5.5.48"
innodb_version,49,,all,all,0,0,string,,"5.5.49"
innodb_version,50,,all,all,0,0,string,,"5.5.50"
innodb_version,51,,all,all,0,0,string,,"5.5.51"
innodb_version,52,,all,all,0,0,string,,"5.5.52"
innodb_version,53,,all,all,0,0,string,,"5.5.53"
innodb_write_io_threads,0,,all,all,0,0,integer,,"4"
interactive_timeout,0,,all,all,0,0,integer,second,"28800"
join_buffer_size,0,,all,all,0,0,integer,byte,"131072"
keep_files_on_create,0,,all,all,0,0,boolean,,"OFF"
key_buffer_size,0,,all,all,0,0,integer,byte,"8388608"
key_cache_age_threshold,0,,all,all,0,0,integer,,"300"
key_cache_block_size,0,,all,all,0,0,integer,byte,"1024"
key_cache_division_limit,0,,all,all,0,0,integer,,"100"
language,0,,all,all,1,0,,,""
large_files_support,0,,all,all,0,0,boolean,,"ON"
large_pages,0,,all,all,0,0,boolean,,"FALSE"
large_page_size,0,,all,all,0,0,integer,byte,"0"
lc_messages,0,,all,all,0,0,string,,"en_US"
lc_time_names,0,,all,all,0,0,string,,"en_US"
license,0,,all,all,0,0,string,,"GPL"
local_infile,0,,all,all,0,0,boolean,,"ON"
locked_in_memory,0,,all,all,0,0,boolean,,"FALSE"
lock_wait_timeout,3,,all,all,0,0,integer,second,"31536000"
log,0,,all,all,0,0,string,,"OFF"
log_bin,0,,all,all,0,0,boolean,,"OFF"
log_bin_trust_function_creators,0,,all,all,0,0,boolean,,"FALSE"
log_bin_trust_routine_creators,0,,all,all,0,0,boolean,,"FALSE"
log_bin_trust_routine_creators,3,,all,all,1,0,,,""
log_error,0,,all,all,0,1,file name,,""
log_output,0,,all,all,0,0,set,,"FILE"
log_queries_not_using_indexes,0,,all,all,0,0,boolean,,"OFF"
log_slave_updates,0,,all,all,0,0,boolean,,"FALSE"
log_slow_queries,0,,all,all,0,0,boolean,,"OFF"
log_warnings,0,,all,all,0,0,integer,,"1"
long_query_time,0,,all,all,0,0,numeric,second,"10"
low_priority_updates,0,,all,all,0,0,boolean,,"FALSE"
max_allowed_packet,0,,all,all,0,0,integer,byte,"1048576"
max_binlog_cache_size,0,,all,all,0,0,integer,byte,"18446744073709547520"
max_binlog_cache_size,3,,all,all,0,0,integer,byte,"18446744073709551615"
max_binlog_size,0,,all,all,0,0,integer,byte,"1073741824"
max_binlog_stmt_cache_size,9,,all,all,0,0,integer,byte,"18446744073709547520"
max_connections,0,,all,all,0,0,integer,,"151"
max_connect_errors,0,,all,all,0,0,integer,,"10"
max_delayed_threads,0,,all,all,0,0,integer,,"20"
max_error_count,0,,all,all,0,0,integer,,"64"
max_heap_table_size,0,,all,all,0,0,integer,byte,"16777216"
max_insert_delayed_threads,0,,all,all,0,0,integer,,"20"
max_join_size,0,,all,all,0,0,integer,,"18446744073709551615"
max_length_for_sort_data,0,,all,all,0,0,integer,,"1024"
max_long_data_size,11,,all,all,0,0,integer,byte,"1048576"
max_prepared_stmt_count,0,,all,all,0,0,integer,,"16382"
max_relay_log_size,0,,all,all,0,0,integer,byte,"0"
max_seeks_for_key,0,,all,32-bit,0,0,integer,,"4294967295"
max_seeks_for_key,0,,all,64-bit,0,0,integer,,"18446744073709547520"
max_seeks_for_key,3,,all,64-bit,0,0,integer,,"18446744073709551615"
max_sort_length,0,,all,all,0,0,integer,byte,"1024"
max_sp_recursion_depth,0,,all,all,0,0,integer,,"0"
max_tmp_tables,0,,all,all,0,0,integer,,"32"
max_user_connections,0,,all,all,0,0,integer,,"0"
max_write_lock_count,0,,all,64-bit,0,0,integer,,"18446744073709547520"
max_write_lock_count,0,,all,32-bit,0,0,integer,,"4294967295"
max_write_lock_count,3,,all,64-bit,0,0,integer,,"18446744073709551615"
metadata_locks_cache_size,19,,all,all,0,0,integer,,"1024"
min_examined_row_limit,0,,all,all,0,0,integer,,"0"
multi_range_count,0,,all,all,0,0,integer,,"256"
myisam_data_pointer_size,0,,all,all,0,0,integer,byte,"6"
myisam_max_sort_file_size,0,,all,64-bit,0,0,integer,byte,"9223372036854775807"
myisam_max_sort_file_size,0,,all,32-bit,0,0,integer,byte,"2147483648"
myisam_mmap_size,1,,all,32-bit,0,0,integer,byte,"4294967295"
myisam_mmap_size,1,,all,64-bit,0,0,integer,byte,"18446744073709547520"
myisam_mmap_size,3,,all,64-bit,0,0,integer,byte,"18446744073709551615"
myisam_recover_options,3,,all,all,0,0,enumeration,,"OFF"
myisam_repair_threads,0,,all,all,0,0,integer,,"1"
myisam_sort_buffer_size,0,,all,all,0,0,integer,byte,"8388608"
myisam_stats_method,0,,all,all,0,0,enumeration,,"nulls_unequal"
myisam_use_mmap,0,,all,all,0,0,boolean,,"OFF"
named_pipe,0,,Windows,all,0,0,boolean,,"OFF"
net_buffer_length,0,,all,all,0,0,integer,byte,"16384"
net_read_timeout,0,,all,all,0,0,integer,second,"30"
net_retry_count,0,,all,all,0,0,integer,,"10"
net_write_timeout,0,,all,all,0,0,integer,second,"60"
new,0,,all,all,0,0,boolean,,"FALSE"
old,0,,all,all,0,0,boolean,,"OFF"
old_alter_table,0,,all,all,0,0,boolean,,"OFF"
old_passwords,0,,all,all,0,0,boolean,,"0"
open_files_limit,0,,all,all,0,0,integer,,"0"
optimizer_prune_level,0,,all,all,0,0,boolean,,"1"
optimizer_search_depth,0,,all,all,0,0,integer,,"62"
optimizer_switch,0,,all,all,0,0,set,,"index_merge=on,index_merge_union=on,index_merge_sort_union=on,index_merge_intersection=on"
optimizer_switch,3,,all,all,0,0,set,,"index_merge=on,index_merge_union=on,index_merge_sort_union=on,index_merge_intersection=on,engine_condition_pushdown=on"
performance_schema,3,,all,all,0,0,boolean,,"OFF"
performance_schema_events_waits_history_long_size,3,,all,all,0,0,integer,,"10000"
performance_schema_events_waits_history_size,3,,all,all,0,0,integer,,"10"
performance_schema_max_cond_classes,3,,all,all,0,0,integer,,"80"
performance_schema_max_cond_instances,3,,all,all,0,0,integer,,"1000"
performance_schema_max_file_classes,3,,all,all,0,0,integer,,"50"
performance_schema_max_file_handles,3,,all,all,0,0,integer,,"32768"
performance_schema_max_file_instances,3,,all,all,0,0,integer,,"10000"
performance_schema_max_mutex_classes,3,,all,all,0,0,integer,,"200"
performance_schema_max_mutex_instances,3,,all,all,0,0,integer,,"1000"
performance_schema_max_rwlock_classes,3,,all,all,0,0,integer,,"20"
performance_schema_max_rwlock_classes,7,,all,all,0,0,integer,,"30"
performance_schema_max_rwlock_instances,3,,all,all,0,0,integer,,"1000"
performance_schema_max_table_handles,3,,all,all,0,0,integer,,"100000"
performance_schema_max_table_instances,3,,all,all,0,0,integer,,"50000"
performance_schema_max_thread_classes,3,,all,all,0,0,integer,,"50"
performance_schema_max_thread_instances,3,,all,all,0,0,integer,,"1000"
pid_file,0,,all,all,0,1,file name,,""
plugin_dir,0,,all,all,0,1,directory name,,""
port,0,,all,all,0,0,integer,,"3306"
preload_buffer_size,0,,all,all,0,0,integer,byte,"32768"
profiling,0,,all,all,0,0,boolean,,"OFF"
profiling_history_size,0,,all,all,0,0,integer,,"15"
protocol_version,0,,all,all,0,0,integer,,"10"
query_alloc_block_size,0,,all,all,0,0,integer,byte,"8192"
query_cache_limit,0,,all,all,0,0,integer,byte,"1048576"
query_cache_min_res_unit,0,,all,all,0,0,integer,byte,"4096"
query_cache_size,0,,all,all,0,0,integer,byte,"0"
query_cache_type,0,,all,all,0,0,enumeration,,"ON"
query_cache_wlock_invalidate,0,,all,all,0,0,boolean,,"FALSE"
query_prealloc_size,0,,all,all,0,0,integer,byte,"8192"
range_alloc_block_size,0,,all,all,0,0,integer,byte,"4096"
read_buffer_size,0,,all,all,0,0,integer,byte,"131072"
read_only,0,,all,all,0,0,boolean,,"OFF"
read_rnd_buffer_size,0,,all,all,0,0,integer,byte,"262144"
relay_log,0,,all,all,0,0,file name,,""
relay_log_index,0,,all,all,0,1,file name,,""
relay_log_info_file,0,,all,all,0,0,file name,,"relay-log.info"
relay_log_purge,0,,all,all,0,0,boolean,,"TRUE"
relay_log_recovery,0,,all,all,0,0,boolean,,"FALSE"
relay_log_space_limit,0,,all,all,0,0,integer,byte,"0"
report_host,0,,all,all,0,0,string,,""
report_password,0,,all,all,0,0,string,,""
report_port,0,,all,all,0,0,integer,,"3306"
report_user,0,,all,all,0,0,string,,""
rpl_recovery_rank,0,,all,all,0,0,integer,,"0"
rpl_semi_sync_master_enabled,0,,all,all,0,0,boolean,,"OFF"
rpl_semi_sync_master_timeout,0,,all,all,0,0,integer,millisecond,"10000"
rpl_semi_sync_master_trace_level,0,,all,all,0,0,integer,,"32"
rpl_semi_sync_master_wait_no_slave,0,,all,all,0,0,boolean,,"ON"
rpl_semi_sync_slave_enabled,0,,all,all,0,0,boolean,,"OFF"
rpl_semi_sync_slave_trace_level,0,,all,all,0,0,integer,,"32"
secure_auth,0,,all,all,0,0,boolean,,"OFF"
secure_file_priv,0,,all,all,0,0,string,,""
server_id,0,,all,all,0,0,integer,,"0"
server_id_bits,0,,all,all,0,0,integer,,"32"
shared_memory,0,,Windows,all,0,0,boolean,,"FALSE"
shared_memory_base_name,0,,Windows,all,0,0,string,,"MYSQL"
skip_external_locking,0,,all,all,0,0,boolean,,"ON"
skip_name_resolve,5,,all,all,0,0,boolean,,"OFF"
skip_networking,0,,all,all,0,0,boolean,,"OFF"
skip_show_database,0,,all,all,0,0,boolean,,"OFF"
slave_compressed_protocol,0,,all,all,0,0,boolean,,"OFF"
slave_exec_mode,0,,all,all,0,0,enumeration,,"STRICT"
slave_load_tmpdir,0,,all,all,0,0,directory name,,"/tmp"
slave_max_allowed_packet,26,,all,all,0,0,integer,byte,"1073741824"
slave_net_timeout,0,,all,all,0,0,integer,second,"3600"
slave_skip_errors,0,,all,all,0,0,string,,"OFF"
slave_transaction_retries,0,,all,all,0,0,integer,,"10"
slave_type_conversions,0,,all,all,0,0,set,,""
slow_launch_time,0,,all,all,0,0,integer,second,"2"
slow_query_log,0,,all,all,0,0,boolean,,"OFF"
slow_query_log_file,0,,all,all,0,1,file name,,""
socket,0,,OSX,all,0,0,string,,"/tmp/mysql.sock"
socket,0,,Windows,all,0,0,string,,"MySQL"
socket,0,,Linux,all,0,0,string,,"/tmp/mysql.sock"
sort_buffer_size,0,,all,all,0,0,integer,byte,"2097144"
sql_auto_is_null,0,,all,all,0,0,boolean,,"1"
sql_auto_is_null,3,,all,all,0,0,boolean,,"0"
sql_big_selects,0,,all,all,0,0,boolean,,"1"
sql_big_tables,0,,all,all,0,0,boolean,,"OFF"
sql_buffer_result,0,,all,all,0,0,boolean,,"0"
sql_log_bin,0,,all,all,0,0,boolean,,"1"
sql_log_off,0,,all,all,0,0,boolean,,"0"
sql_log_update,0,,all,all,0,0,boolean,,"1"
sql_log_update,3,,all,all,1,0,,,""
sql_low_priority_updates,0,,all,all,0,0,boolean,,"FALSE"
sql_max_join_size,0,,all,all,0,0,integer,,"18446744073709551615"
sql_mode,0,,all,all,0,0,set,,""
sql_notes,0,,all,all,0,0,boolean,,"1"
sql_quote_show_create,0,,all,all,0,0,boolean,,"1"
sql_safe_updates,0,,all,all,0,0,boolean,,"0"
sql_slave_skip_counter,0,,all,all,0,0,integer,,"0"
sql_warnings,0,,all,all,0,0,boolean,,"0"
ssl_ca,0,,all,all,0,0,file name,,""
ssl_capath,0,,all,all,0,0,directory name,,""
ssl_cert,0,,all,all,0,0,file name,,""
ssl_cipher,0,,all,all,0,0,string,,""
ssl_key,0,,all,all,0,0,file name,,""
storage_engine,0,,all,all,0,0,enumeration,,"MyISAM"
storage_engine,5,,all,all,0,0,enumeration,,"InnoDB"
stored_program_cache,21,,all,all,0,0,integer,,"256"
sync_binlog,0,,all,all,0,0,integer,,"0"
sync_frm,0,,all,all,0,0,boolean,,"TRUE"
sync_master_info,0,,all,all,0,0,integer,,"0"
sync_relay_log,0,,all,all,0,0,integer,,"0"
sync_relay_log_info,0,,all,all,0,0,integer,,"0"
table_definition_cache,0,,all,all,0,0,integer,,"400"
table_lock_wait_timeout,0,,all,all,0,0,integer,second,"50"
table_lock_wait_timeout,3,,all,all,1,0,,,""
table_open_cache,0,,all,all,0,0,integer,,"400"
table_type,0,,all,all,0,0,enumeration,,"MyISAM"
table_type,3,,all,all,1,0,,,""
thread_cache_size,0,,all,all,0,0,integer,,"0"
thread_concurrency,0,,all,all,0,0,integer,,"10"
thread_handling,0,,all,all,0,0,enumeration,,"one-thread-per-connection"
thread_handling,17,,all,all,0,0,enumeration,,"one-thread-per-connection"
thread_pool_algorithm,16,,all,all,0,0,integer,,"0"
thread_pool_high_priority_connection,16,,all,all,0,0,integer,,"0"
thread_pool_max_unused_threads,16,,all,all,0,0,integer,,"0"
thread_pool_prio_kickup_timer,16,,all,all,0,0,integer,millisecond,"1000"
thread_pool_size,16,,all,all,0,0,integer,,"16"
thread_pool_stall_limit,16,,all,all,0,0,integer,10 milliseconds,"6"
thread_stack,0,,all,64-bit,0,0,integer,byte,"262144"
thread_stack,0,,all,32-bit,0,0,integer,byte,"196608"
timed_mutexes,0,,all,all,0,0,boolean,,"OFF"
time_format,0,,all,all,0,0,string,,"%H:%i:%s"
time_zone,0,,all,all,0,0,string,,"SYSTEM"
tmp_table_size,0,,all,all,0,0,integer,byte,"16777216"
transaction_alloc_block_size,0,,all,all,0,0,integer,byte,"8192"
transaction_prealloc_size,0,,all,all,0,0,integer,byte,"4096"
tx_isolation,0,,all,all,0,0,enumeration,,"REPEATABLE-READ"
unique_checks,0,,all,all,0,0,boolean,,"1"
updatable_views_with_limit,0,,all,all,0,0,boolean,,"1"
version,0,,all,all,0,0,string,,"5.5.0"
version,1,,all,all,0,0,string,,"5.5.1"
version,2,,all,all,0,0,string,,"5.5.2"
version,3,,all,all,0,0,string,,"5.5.3"
version,4,,all,all,0,0,string,,"5.5.4"
version,5,,all,all,0,0,string,,"5.5.5"
version,6,,all,all,0,0,string,,"5.5.6"
version,7,,all,all,0,0,string,,"5.5.7"
version,8,,all,all,0,0,string,,"5.5.8"
version,9,,all,all,0,0,string,,"5.5.9"
version,10,,all,all,0,0,string,,"5.5.10"
version,11,,all,all,0,0,string,,"5.5.11"
version,12,,all,all,0,0,string,,"5.5.12"
version,13,,all,all,0,0,string,,"5.5.13"
version,14,,all,all,0,0,string,,"5.5.14"
version,15,,all,all,0,0,string,,"5.5.15"
version,16,,all,all,0,0,string,,"5.5.16"
version,17,,all,all,0,0,string,,"5.5.17"
version,18,,all,all,0,0,string,,"5.5.18"
version,19,,all,all,0,0,string,,"5.5.19"
version,20,,all,all,0,0,string,,"5.5.20"
version,21,,all,all,0,0,string,,"5.5.21"
version,22,,all,all,0,0,string,,"5.5.22"
version,23,,all,all,0,0,string,,"5.5.23"
version,24,,all,all,0,0,string,,"5.5.24"
version,25,,all,all,0,0,string,,"5.5.25"
version,25,a,all,all,0,0,string,,"5.5.25a"
version,26,,all,all,0,0,string,,"5.5.26"
version,27,,all,all,0,0,string,,"5.5.27"
version,28,,all,all,0,0,string,,"5.5.28"
version,29,,all,all,0,0,string,,"5.5.29"
version,30,,all,all,0,0,string,,"5.5.30"
version,31,,all,all,0,0,string,,"5.5.31"
version,32,,all,all,0,0,string,,"5.5.32"
version,33,,all,all,0,0,string,,"5.5.33"
version,34,,all,all,0,0,string,,"5.5.34"
version,35,,all,all,0,0,string,,"5.5.35"
version,36,,all,all,0,0,string,,"5.5.36"
version,37,,all,all,0,0,string,,"5.5.37"
version,38,,all,all,0,0,string,,"5.5.38"
version,39,,all,all,0,0,string,,"5.5.39"
version,40,,all,all,0,0,string,,"5.5.40"
version,41,,all,all,0,0,string,,"5.5.41"
version,42,,all,all,0,0,string,,"5.5.42"
version,43,,all,all,0,0,string,,"5.5.43"
version,44,,all,all,0,0,string,,"5.5.44"
version,45,,all,all,0,0,string,,"5.5.45"
version,46,,all,all,0,0,string,,"5.5.46"
version,47,,all,all,0,0,string,,"5.5.47"
version,48,,all,all,0,0,string,,"5.5.48"
version,49,,all,all,0,0,string,,"5.5.49"
version,50,,all,all,0,0,string,,"5.5.50"
version,51,,all,all,0,0,string,,"5.5.51"
version,52,,all,all,0,0,string,,"5.5.52"
version,53,,all,all,0,0,string,,"5.5.53"
wait_timeout,0,,all,all,0,0,integer,second,"28800"
